id,context,en
world.falling_skyway.comms.berth_waits,Dialogue body — Control standing by for a berth decision in Falling Skyway,"[Standing by, Destroyer. The weather is not.]"
world.falling_skyway.comms.committee_rides_it_out,Dialogue body — the strike committee coming through the storm largely intact in Falling Skyway,"[Committee to Destroyer. All accounted for. Cold, and all accounted for, which is more than any of us expected when this started.]"
world.falling_skyway.comms.committee_rides_it_out_hurt,Dialogue body — the strike committee coming through the storm badly in Falling Skyway,"[Committee. We got most of them behind the pump housing before it came through. Most. Do not ask me for a number tonight, Destroyer.]"
world.falling_skyway.comms.committee_rides_it_out_promised,Dialogue body — the strike committee naming the broken safe-passage promise in Falling Skyway,"[Committee. You gave us your word the corridor would be clear for our people in the transfer window. We wrote it down. I read it out to the floor myself and they voted on it. Then we watched that window shut with our people still standing on the rung. Whatever else you take off this rock, Destroyer, take that with you.]"
world.falling_skyway.comms.havelock_rides_it_out,Dialogue body — Havelock coming through the storm largely intact in Falling Skyway,[Havelock Cutter. Our staff sheltered aboard. The company will want a report and the report will have your name at the top of it.]
world.falling_skyway.comms.havelock_rides_it_out_hurt,Dialogue body — Havelock coming through the storm badly in Falling Skyway,"[Havelock. We lost people on that rung tonight. There will be an inquiry, and I will be asked who was in the corridor and what they did with the lift.]"
world.falling_skyway.comms.convoy_rides_it_out,Dialogue body — the convoy coming through the storm largely intact in Falling Skyway,"[Meridian. Four hulls, all still here. Scoured back to the frames and all still here. We will take that.]"
world.falling_skyway.comms.convoy_rides_it_out_hurt,Dialogue body — the convoy coming through the storm badly in Falling Skyway,[Meridian. We lost the third hull. Everyone aboard her was somebody's. I am not going to say anything else on an open channel.]
world.falling_skyway.comms.debrief_workers_and_convoy,Dialogue body — Control closing the window with the committee and the convoy carried in Falling Skyway,"[Skyway Control, closing the window. Manifest reads: strike committee carried, Meridian convoy carried, Havelock Operations not carried. The corridor is shut and the record stands as flown. Every party on it now knows exactly what this ship decided when it could only decide once.]"
world.falling_skyway.comms.debrief_workers_and_operator,Dialogue body — Control closing the window with the committee and Havelock carried in Falling Skyway,"[Skyway Control, closing the window. Manifest reads: strike committee carried, Havelock Operations carried, Meridian convoy not carried. The corridor is shut. The two parties with something to trade are off this rock and the one with nothing is still on it, and it is filed in those words.]"
world.falling_skyway.comms.debrief_operator_and_convoy,Dialogue body — Control closing the window with Havelock and the convoy carried in Falling Skyway,"[Skyway Control, closing the window. Manifest reads: Havelock Operations carried, Meridian convoy carried, strike committee not carried. The corridor is shut. The people who told you what was wrong with this ladder are the people still standing on it.]"
world.falling_skyway.comms.debrief_one,Dialogue body — Control closing the window with only one claim carried in Falling Skyway,"[Skyway Control, closing the window. Manifest reads one claim carried out of three, against lift that would have taken two. The corridor is shut, and that difference is filed against this ship rather than against the ladder.]"
world.falling_skyway.comms.debrief_none,Dialogue body — Control closing the window with nothing carried in Falling Skyway,"[Skyway Control, closing the window. Manifest reads nothing carried. There was lift in this window and it went up the ribbon empty. The corridor is shut and all three claims stand unmet.]"
world.falling_skyway.comms.debrief_berth,Dialogue body — Control closing a window with no lift after a berth was allocated in Falling Skyway,"[Skyway Control, closing the window. No lift ran in this corridor tonight. One mooring on Ladder A was allocated, two claims were not, and the rest of it is weather and paperwork. Log it and go.]"
world.falling_skyway.comms.debrief_berth_none,Dialogue body — Control closing a window with no lift and no berth allocated in Falling Skyway,"[Skyway Control, closing the window. No lift, no mooring allocated, three claims standing. Nothing left this rock tonight and nothing on this corridor is better than it was when you arrived. The window is shut. Go home.]"
world.falling_skyway.evidence.record_on_the_open_channel,"Evidence text — the Ladder B file read onto the open corridor channel, Falling Skyway",[The Ladder B maintenance file was read onto the open corridor channel with Skyway Control receiving.]
world.falling_skyway.evidence.havelock_confronted,"Evidence text — Havelock put to their own maintenance record, Falling Skyway",[Havelock Operations were put to their own maintenance record on the open channel during the transfer window.]
world.falling_skyway.evidence.committee_rode_it_out,"Evidence text — the strike committee left in the corridor for the storm, Falling Skyway",[The strike committee were not carried in the transfer window and sheltered on the Ladder B rung. There were casualties.]
world.falling_skyway.evidence.havelock_rode_it_out,"Evidence text — Havelock staff left in the corridor for the storm, Falling Skyway",[Havelock Operations staff were not carried in the transfer window and sheltered aboard their own hulls. There were casualties.]
world.falling_skyway.evidence.convoy_rode_it_out,"Evidence text — the convoy left in the corridor for the storm, Falling Skyway",[Convoy Meridian were not carried in the transfer window and rode the corridor out in the open. There were casualties.]
world.falling_skyway.evidence.record_named_witness,"Evidence text — the record surfaced with the witness named, Falling Skyway",[The Ladder B record was surfaced to Control with the name of the worker who contradicted it attached to it.]
world.falling_skyway.evidence.record_filed,"Evidence text — the record surfaced with the witness protected, Falling Skyway","[The Ladder B record was surfaced to Control unedited, and the worker who contradicted it was not named.]"
world.falling_skyway.evidence.record_buried,"Evidence text — the record found and never surfaced, Falling Skyway",[The Ladder B record discrepancy was established by this crew and never put to Control or to the operator.]
world.falling_skyway.evidence.record_never_found,"Evidence text — no discrepancy established at all, Falling Skyway",[No discrepancy was established between Ladder B's condition and the operator's file on it. The claim stands unexamined.]
world.falling_skyway.evidence.word_kept,"Evidence text — every commitment kept, Falling Skyway",[Every commitment this captain gave in the Skyway corridor was kept.]
world.falling_skyway.evidence.word_broken,"Evidence text — at least one commitment broken, Falling Skyway",[At least one commitment this captain gave in the Skyway corridor was broken.]
world.falling_skyway.evidence.word_none,"Evidence text — no commitments made at all, Falling Skyway",[This captain gave no commitments in the Skyway corridor.]
world.falling_skyway.comms.committee_reprices,Dialogue body — the strike committee reacting to the transfer manifest moving in Falling Skyway,[Control's board just moved. Are we still on that manifest or are we not?]
world.falling_skyway.comms.havelock_reprices,Dialogue body — Havelock reacting to the transfer manifest moving in Falling Skyway,"[The manifest has changed since we last spoke, Destroyer. Say plainly whether Havelock is on it.]"
world.falling_skyway.comms.convoy_reprices,Dialogue body — the convoy reacting to the transfer manifest moving in Falling Skyway,"[Skyway — Meridian. Something just came off that board. Is that us?]"
server.fatal.title,Host fatal-error panel — heading shown when the ship or world TOML cannot be used,[Fatal configuration error]
server.fatal.remedy,Host fatal-error panel — what the operator should do next,[Fix the TOML and reload the page.]
server.fatal.station_config,Host fatal-error detail when a ship template fails station validation. {detail} is the validator's own message,[Station config error: {detail}]
server.fatal.load_failed,Host fatal-error detail when a ship template file cannot be fetched. {path} is the file path and {detail} the fetch error,[Could not load {path}: {detail}]
server.preload.failed,Host loading panel — the world or entity preload could not complete,[Failed to load game configuration. See the browser console for details.]
world.probe_reinforce.entity.escort.name,assets/worlds/probe_reinforce.toml -> [[entity]] name,[Escort]
console.radar.scale,"Radar scope scale readout, drawn against the outermost range ring. {range} is that ring's distance from the ship in world units, so the scope says what its own radius means and changes when damage or doctrine changes the range",[R {range}]
client.no_scenarios,"Phone scenario picker — shown when the host's catalogue arrived with nothing in it. NOT ""waiting for the host to pick"": the host has already broadcast, and the broadcast was empty",[No scenarios available]
